0,46.75,27.2,98467.48,240.67
1,46.42,26.96,98472.20,240.26
2,46.90,26.97,98461.23,241.20
3,46.49,26.97,98462.7,241.13
4,46.51,26.98,98466.54,240.75
5,47.8,26.98,98466.2,240.79
6,46.21,27.0,98459.12,241.38
7,47.7,26.98,98457.86,241.49
8,46.96,27.0,98459.54,241.34
9,47.16,27.1,98460.78,241.24
10,47.2,27.1,98461.20,241.20
11,46.24,27.1,98467.5,240.70
12,47.8,27.2,98455.24,241.71
13,46.22,27.2,98461.90,241.14
14,46.74,27.2,98453.89,241.82
15,46.13,27.3,98463.68,240.99
16,46.11,27.2,98460.54,241.26
17,46.98,27.3,98458.67,241.42
18,47.29,27.3,98456.89,241.57
19,47.10,27.4,98461.16,241.20
20,46.24,27.4,98459.38,241.36
21,46.59,27.4,98464.29,240.94
22,47.10,27.4,98451.96,241.99
23,48.30,27.6,98454.3,241.81
24,46.97,27.5,98452.26,241.96
25,47.62,27.4,98459.28,241.36
26,46.82,27.4,98457.21,241.54
27,47.2,27.2,98460.16,241.29
28,47.2,27.4,98450.83,242.8
29,46.75,27.4,98458.3,241.47
30,47.9,27.4,98455.62,241.68
31,47.37,27.5,98459.57,241.34
32,47.2,27.5,98456.46,241.60
33,47.75,27.4,98455.62,241.68
34,48.1,27.5,98452.78,241.92
35,46.94,27.3,98454.7,241.81
36,46.70,27.2,98452.0,241.98
37,47.80,27.3,98458.25,241.45
38,47.57,27.2,98457.2,241.56
39,46.84,27.1,98452.10,241.98
40,47.79,26.98,98463.30,241.2
41,46.99,26.97,98461.23,241.20
42,46.71,26.97,98456.64,241.59
43,46.74,26.97,98458.51,241.43
44,47.31,26.96,98459.3,241.39
45,47.33,26.96,98454.95,241.73
46,47.6,26.96,98456.41,241.61
47,46.50,26.95,98451.10,242.6
48,46.68,26.94,98455.51,241.69
49,46.48,26.93,98451.53,242.3
50,46.65,26.95,98456.64,241.59
51,47.36,26.95,98458.32,241.45
52,46.14,26.95,98461.26,241.20
53,47.16,26.95,98457.90,241.48
54,46.36,26.97,98452.65,241.93
55,46.54,26.98,98456.50,241.60
56,47.29,26.98,98459.22,241.37
57,47.8,26.98,98452.42,241.95
58,47.24,26.98,98450.13,242.14
59,47.22,27.0,98452.32,241.96
60,47.23,27.1,98452.20,241.97
61,46.54,27.0,98451.39,242.4
62,46.38,27.1,98457.64,241.50
63,46.32,27.1,98455.76,241.66
64,46.34,27.0,98458.70,241.41
65,47.13,27.0,98457.21,241.54
66,47.11,27.1,98455.34,241.70
67,47.4,27.1,98458.6,241.47
68,46.93,27.0,98453.14,241.89
69,46.83,26.98,98451.49,242.3
70,46.92,27.0,98449.6,242.24
71,46.0,27.2,98454.71,241.75
72,46.2,27.2,98454.71,241.75
73,46.75,27.3,98453.23,241.88
74,46.4,27.2,98451.58,242.2
75,45.80,27.2,98455.66,241.67
76,45.88,27.0,98454.50,241.77
77,46.30,27.1,98456.28,241.62
78,46.44,27.0,98454.50,241.77
79,45.73,27.2,98453.89,241.82
80,46.12,27.2,98450.21,242.14
81,45.79,27.3,98455.53,241.68
82,46.45,27.1,98450.75,242.9
83,46.49,27.2,98450.64,242.10
84,46.57,27.3,98455.95,241.65
85,46.51,27.3,98455.43,241.69
86,46.57,27.3,98454.17,241.80
87,45.87,27.1,98448.3,242.32
88,46.67,27.1,98454.40,241.78
89,46.4,26.97,98447.64,242.36
90,46.82,26.95,98457.48,241.52
91,46.82,26.92,98454.79,241.75
92,46.0,26.88,98451.69,242.1
93,46.75,26.87,98453.79,241.83
94,46.8,26.84,98449.62,242.19
95,46.83,26.81,98456.75,241.58
96,46.89,26.81,98447.78,242.35
97,46.22,26.79,98451.53,242.3
98,46.39,26.79,98447.98,242.33
99,46.78,26.79,98454.48,241.77
100,45.79,26.78,98455.12,241.72
101,46.96,26.77,98451.15,242.6
102,46.86,26.76,98453.3,241.90
103,47.18,26.73,98444.81,242.60
104,48.96,26.76,98454.39,241.78
105,47.65,26.72,98453.48,241.86
106,46.75,26.72,98450.34,242.13
107,47.26,26.75,98454.18,241.80
108,47.7,26.72,98450.76,242.9
109,47.29,26.73,98454.32,241.79
110,47.16,26.70,98452.3,241.98
111,47.29,26.71,98453.28,241.88
112,47.52,26.72,98450.34,242.13
113,46.55,26.71,98451.79,242.0
114,46.81,26.70,98443.3,242.75
115,47.31,26.70,98449.1,242.24
116,47.41,26.70,98447.65,242.36
117,46.86,26.68,98450.57,242.11
